Title,ID,Year,Country,Genre,"Genre ID","Technologies referenced","Technologies referenced id","Technologies used","Technologies used id",Topic,"Topic id",Sentiment,"Sentiment id","Situation machine vision is used in","Situation machine vision is used in ID",Characters,"Characters ID"
Beforeigners,608,2019,Norway,"Narrative, TV series or episode","20001, 2000131","Drones (UAV)",200079,,,"City, Companionship, Crime, Physical violence","2000311, 200050, 200057, 200056","Dangerous, Hostile","2000129, 200099","Beforeigners (drone kills Navn)",607,"Navn Ukjent",622
"Behind our Irises",2238,2020,Botswana,"Narrative, Short story","20001, 2000134","Emotion recognition, Optical/ocular implant, Surveillance cameras","200091, 2000127, 200080",,,"Free will, Labour, Race, Surveillance","2000163, 2000179, 2000166, 200052","Dangerous, Helpful, Intimate, Intrusive, Oppressive, Overwhelming","2000129, 200098, 2000100, 2000209, 2000107, 2000188","Behind our irises (Keaboka deactivates nanobots), Behind our irises (Company upgrade 1)","2223, 2230","Narrator (Behind our irises) , Keaboka","2212, 2218"
"Behold these Glorious Times!",1613,2017,"United States","Art, Video art","20002, 2000139","Emotion recognition, Facial recognition, Image generation, Machine learning, Object recognition","200091, 20007, 200073, 200012, 200015",,,"AI, Labour","2000168, 2000179","Alien, Intimate, Overwhelming","200096, 2000100, 2000188","Behold these Glorious Times! (producing training data)",1614,,
Beholder,47,2016,Russia,Game,20003,"Surveillance cameras",200080,,,"Conflict, Crime, Dystopian, Inequality, Surveillance","200055, 200057, 200070, 200089, 200052","Intrusive, Oppressive","2000209, 2000107","Beholder (Landlord monitoring tenants)",398,Carl,397
"Belief Systems",65,2009,Germany,"Art, Video art","20002, 2000139","Emotion recognition, Facial recognition, Filtering","200091, 20007, 200013",,,"Dystopian, Free will, Surveillance","200070, 2000163, 200052","Creepy, Intimate, Oppressive","2000327, 2000100, 2000107","Belief Systems (Shopping for kettle with face)",390,"Consumer (Belief Systems)",2756
"Best Friend",2344,2018,France,"Narrative, Movie","20001, 2000130","Augmented reality, Biometrics, Facial recognition, Image generation, Optical/ocular implant","200074, 20009, 20007, 200073, 2000127",,,"Companionship, Empathy, Playful, Social Media","200050, 2000174, 2000170, 2000177","Dangerous, Fun, Helpful, Intimate, Prosocial","2000129, 2000212, 200098, 2000100, 2000319","Best Friend (Karaoke and broken eyedrops) , Best friend (Arthur buys new ""best friend"" eyedrops) , Best friend (Arthur gets button cut out and stolen)","2350, 2360, 2361","Arthur (Best Friend) , Homeless man (Best friend) , Camille (Best friend) , Virtual friends (Best friend)","2346, 2348, 2347, 2349"
"Better off Ted",931,2009,"United States","Narrative, TV series or episode","20001, 2000131","Motion tracking",2000180,,,"Conflict, Hacking, Labour, Race, Surveillance","200055, 2000160, 2000179, 2000166, 200052","Flawed, Oppressive","2000208, 2000107","Better Off Ted (Failing dark skin)",930,"Lem Hewitt",932
"Better Than Us",611,2018,"Russia, United Kingdom","Narrative, TV series or episode","20001, 2000131","AI (General Purpose Artificial Intelligence), Augmented reality, Biometrics, Drones (UAV), Facial recognition, Surveillance cameras","2000152, 200074, 20009, 200079, 20007, 200080",,,"AI, Consciousness, Family, Inequality, Robots/androids","2000168, 2000171, 2000167, 200089, 200051","Intimate, Intrusive, Oppressive","2000100, 2000209, 2000107","Better Than Us (Sales pitch using hologram), Better Than Us (Drone parking ticket), Better Than Us (Ex-wife spies on husband's parenting), Better Than Us (AR displays)","2915, 851, 2917, 850","Georgy Safronov, Arisa, Alla Safronova, Sonya Safronova, Men in board room (Better Than Us)","852, 853, 2918, 2919, 2916"
"Big Brother Is Shaping You",875,2019,China,"Game, Narrative, Electronic literature","20003, 20001, 2000137","AI (General Purpose Artificial Intelligence), Biometrics, Cameraphone, Facial recognition, Machine learning, Surveillance cameras","2000152, 20009, 2000154, 20007, 200012, 200080",,,"AI, Social Media, Surveillance","2000168, 2000177, 200052","Intimate, Misleading, Overwhelming","2000100, 2000213, 2000188","Big Brother Is Shaping You (Biometrics), Big Brother Is Shaping You (Facial recognition unlocking phone)","877, 878","Benjamin Smith, Human children","876, 2745"
"Big Brother Is Shaping You",875,2019,China,"Game, Narrative, Electronic literature","20003, 20001, 2000137","AI (General Purpose Artificial Intelligence), Biometrics, Cameraphone, Facial recognition, Machine learning, Surveillance cameras","2000152, 20009, 2000154, 20007, 200012, 200080",,,"AI, Social Media, Surveillance","2000168, 2000177, 200052","Intimate, Misleading, Overwhelming","2000100, 2000213, 2000188","Big Brother Is Shaping You (Biometrics), Big Brother Is Shaping You (Facial recognition unlocking phone)","877, 878","Benjamin Smith, Human children","876, 2745"
"Big Hero 6",1846,2014,"United States","Narrative, Movie","20001, 2000130","AI (General Purpose Artificial Intelligence), Body scans, Cameraphone, Holograms, Non-Visible Spectrum, Surveillance cameras","2000152, 200090, 2000154, 20001339, 2000207, 200080",,,"AI, Companionship, Empathy, Family, Robots/androids","2000168, 200050, 2000174, 2000167, 200051","Empowering, Exciting, Fun, Protective","2000318, 200097, 2000212, 2000317","Big Hero 6 (AI robot scanning someone to check their vitals), Big Hero 6 (Documenting the villain), Big Hero 6 (Hiro using hologram to design things), Big Hero 6 (Baymax scans a whole city)","2005, 2007, 2008, 2009","Baymax, Hiro Hamada, Honey Lemon","1844, 1845, 2006"
"Bill Hader channels Tom Cruise",609,2019,"United States","Art, Video art","20002, 2000139",,,Deepfake,200072,Identity,2000169,"Creepy, Misleading","2000327, 2000213","Bill Hader Channels Tom Cruise (Deepfake)",659,"""Tom Cruise"", ""Bill Hader""","566, 2742"
"Black Mirror",553,2011,"United Kingdom","Narrative, TV series or episode","20001, 2000131","AI (General Purpose Artificial Intelligence), Augmented reality, Biometrics, Body scans, Camera, Cameraphone, Drones (UAV), Emotion recognition, Facial recognition, Filtering, Image generation, Machine learning, Optical/ocular implant, Surveillance cameras, Virtual reality, Webcams","2000152, 200074, 20009, 200090, 2000206, 2000154, 200079, 200091, 20007, 200013, 200073, 200012, 2000127, 200080, 2000147, 2000153",,,"Companionship, Dystopian, Inequality","200050, 200070, 200089","Dangerous, Exciting, Intimate, Misleading, Overwhelming","2000129, 200097, 2000100, 2000213, 2000188","Black Mirror: Striking Vipers (Karl and Danny have VR sex), Black Mirror: The Entire History of You (Seeing past selves having sex), Black Mirror: White Christmas (Blocking people IRL), Black Mirror: Shut Up and Dance (Kenny is blackmailed), Black Mirror: Rachel, Jack and Ashley too (Ashley teaches Rachel to Dance), Black Mirror: Rachel, Jack and Ashley too (Scanning Ashley`s Brain), Black Mirror: Rachel, Jack and Ashley too (Ashley is a hologram), Black Mirror: Rachel, Jack and Ashley too (Rachel getting a makeover)","475, 554, 555, 556, 481, 485, 487, 486","Karl Houghton, Danny Parker, Liam Foxwell, Ffion, Joe Potter, Beth, Kenny, Bing, Abi, Ashley too, Ashley, Rachel, Catherine, Hackers (Black Mirror)","477, 478, 559, 2941, 561, 2942, 558, 562, 563, 479, 483, 480, 484, 3160"
"Black Panther (2018 movie)",1722,2018,"United States","Narrative, Movie","20001, 2000130","Body scans, Holograms","200090, 20001339",,,"Conflict, Family, Inequality, Physical violence, Race, Utopian","200055, 2000167, 200089, 200056, 2000166, 200071","Empowering, Helpful, Prosocial, Protective, Wondrous","2000318, 200098, 2000319, 2000317, 2000325","Black Panther (Holographic communication with kimoyo beads), Black Panther (Fake holographic forests), Black Panther (Remote piloting), Black Panther (Scanning Ross's spine)","1721, 1728, 1729, 1731","T'Chaka, T'Challa, Okoye, Shuri, Agent Everett Ross","1720, 1725, 1726, 1727, 1730"
"Black Widow",3137,2021,"United States","Narrative, Movie","20001, 2000130","Augmented reality, Object recognition","200074, 200015",,,"Conflict, Family, Free will, Physical violence","200055, 2000167, 2000163, 200056","Dangerous, Hostile","2000129, 200099","Black Widow (Taskmaster's HUD display)",3134,"Natasha Romanoff (The Black Widow), Taskmaster","3136, 3135"
"Blade Runner 2049",1904,2017,"United States","Narrative, Movie","20001, 2000130","3D scans, AI (General Purpose Artificial Intelligence), Augmented reality, Body scans, Drones (UAV), Facial recognition, Holograms, Non-Visible Spectrum, Optical/ocular implant, Satellite images, Virtual reality","20001081, 2000152, 200074, 200090, 200079, 20007, 20001339, 2000207, 2000127, 200078, 2000147",,,"Dystopian, Free will, Romantic relationship","200070, 2000163, 200048","Dangerous, Flawed, Helpful, Intrusive, Misleading","2000129, 2000208, 200098, 2000209, 2000213","Blade Runner 2049 (Drone search), Blade Runner 2049 (Companionship/Romance with an AI), Blade Runner 2049 (3D/X-ray scan of found chest), Blade Runner 2049 (Mr. Wallace's drone vision), Blade Runner 2049 (Giant holograms), Blade Runner 2049 (Joi ""syncs"" with a human woman), Blade Runner 2049 (Remote drone attack by Luv), Blade Runner 2049 (Dr. Ana in a virtual lush forest), Blade Runner 2049 (Artificial memories), Blade Runner 2049 (Drone scan), Blade Runner 2049 (Luv uses a dead woman's face to access data)","2027, 1912, 2010, 2013, 2015, 2019, 2023, 2025, 2026, 1911, 2028","Officer K (K, Joe), Luv, Dr. Ana Stelline, Mr. Wallace, Mariette, Joi, Angel (Blade Runner 2049), Lieutenant Joshi","1905, 1907, 2024, 1910, 2113, 2112, 2889, 2899"
BlinkyTM,2689,2011,Ireland,"Narrative, Movie","20001, 2000130","AI (General Purpose Artificial Intelligence), Camera","2000152, 2000206",,,"AI, Companionship, Family, Horror, Physical violence, Robots/androids","2000168, 200050, 2000167, 200061, 200056, 200051","Creepy, Dangerous, Flawed, Helpful","2000327, 2000129, 2000208, 200098","BlinkyTM (Failing robot cooks son)",2687,"Alex Neville",2685
"Body Devices",156,2018,"United States","Art, Online art","20002, 2000159",Cameraphone,2000154,,,"Nudity, Sex","200086, 200053","Exciting, Intimate","200097, 2000100","Body Devices (Zoomed-in skin areas)",337,"Female Device Users",2752
"Borderlands 3",2928,2019,"United States",Game,20003,"Drones (UAV), Holograms","200079, 20001339",,,"Conflict, Physical violence","200055, 200056",Empowering,2000318,"Borderlands 3 (Digi-Clone distracts, damages and teleports), Borderlands 3 (SNTL drone)","3046, 3241",Zane,2927
"Bouvetøya 2052",2477,2015,Norway,"Narrative, Novel","20001, 2000133","Holograms, Virtual reality","20001339, 2000147",,,"Climate Change, Competition, Dystopian","200069, 2000245, 200070","Fun, Misleading, Oppressive","2000212, 2000213, 2000107","Bouvetøya 2052 (Grol and Armin are using holograms to look at the Bouvet Island), Bouvetøya 2052 (Julian is looking at and adjusting holograms), Bouvetøya 2052 (A fake hologram of Wu Lo is updating the contestants)","2480, 2484, 2491","Grol (Bouvetøya 2052), Armin (Bouvetøya 2052) , Julian Makowski (Bouvetøya 2052), Wu Lo (Bouvetøya 2052)","2478, 2479, 2483, 2486"
"Brave New World (2020 TV series)",1484,2020,"United States","Narrative, TV series or episode","20001, 2000131","AI (General Purpose Artificial Intelligence), Augmented reality, Holograms, Optical/ocular implant","2000152, 200074, 20001339, 2000127",,,"AI, City, Consciousness, Dystopian, Family, Inequality, Romantic relationship, Sex, Surveillance","2000168, 2000311, 2000171, 200070, 2000167, 200089, 200048, 200053, 200052","Dangerous, Fun, Intimate, Intrusive, Oppressive, Prosocial","2000129, 2000212, 2000100, 2000209, 2000107, 2000319","Brave New World (2020 TV series) (Playful AR), Brave New World (optical implant overwhelm), Brave New World (optical implant memory holograms)","1533, 3267, 3268","Lenina Crowne, Bernard Marx, John the Savage, Frannie","1531, 1532, 1529, 1534"
"Breathe: A Ghost Story",6,2018,"United Kingdom","Narrative, Electronic literature","20001, 2000137",,,"Cameraphone, Filtering","2000154, 200013","Companionship, Empathy, Family, Grief, Romantic relationship","200050, 2000174, 2000167, 2000161, 200048","Alien, Exciting, Hostile, Intimate, Overwhelming","200096, 200097, 200099, 2000100, 2000188","Breathe (Use of reader's camera)",301,"Flo, Ghost in Breathe","437, 439"
"Brooklyn Nine-Nine: The Fugitive Part 1",1747,2017,"United States","Narrative, TV series or episode","20001, 2000131","Body scans, Drones (UAV), Microscope/Telescope, Non-Visible Spectrum, Satellite images, Surveillance cameras","200090, 200079, 2000195, 2000207, 200078, 200080",,,"Competition, Crime, Playful, Surveillance","2000245, 200057, 2000170, 200052","Exciting, Helpful","200097, 200098","Brooklyn Nine-Nine: The Fugitive Part 1 (Thermal imaging shows ovulation), Brooklyn Nine-Nine: The Fugitive Part 1 (DHS surveillance van), Brooklyn Nine-Nine: The Fugitive Part 1 (Drone shows the score)","1757, 1758, 1759","Jake Peralta, Amy Santiago, Charles Boyle, Terry Jeffords","1753, 1754, 1755, 1756"
"Call of Duty 4: Modern Warfare",1461,2007,"United States",Game,20003,"3D scans, Drones (UAV), Microscope/Telescope, Non-Visible Spectrum, Satellite images","20001081, 200079, 2000195, 2000207, 200078",,,"Conflict, War","200055, 200054","Empowering, Hostile","2000318, 200099","Call of Duty 4: Modern Warfare (The Death from Above mission), Call of Duty 4: Modern Warfare (""Too easy"" with night vision goggles), Call of Duty 4: Modern Warfare (Satellite image reconnaissance), Call of Duty 4: Modern Warfare (Track and identify bodies through walls), Call of Duty 4: Modern Warfare (Sniper rifle 900m zoom)","2885, 2882, 2883, 2884, 3238","John ""Soap"" MacTavish, AC-130 TV operator, Lt. John Price, Imran Zakhaev","2881, 2886, 3239, 3240"
Cam,1085,2018,"United States","Narrative, Movie","20001, 2000130","Deepfake, Webcams","200072, 2000153",,,"Competition, Hacking, Identity, Labour, Nudity, Physical violence","2000245, 2000160, 2000169, 2000179, 200086, 200056","Alien, Creepy, Intrusive, Misleading","200096, 2000327, 2000209, 2000213","Cam (Machine duplicates Lola)",1086,Alice/Lola,1084
"Cam Boy",368,2019,"United States","Narrative, Music video","20001, 2000316","Cameraphone, Drones (UAV), Surveillance cameras, Webcams","2000154, 200079, 200080, 2000153",,,"Identity, Labour, Sex, Social Media, Surveillance","2000169, 2000179, 200053, 2000177, 200052","Empowering, Exciting, Fun, Helpful, Intimate, Oppressive","2000318, 200097, 2000212, 200098, 2000100, 2000107","Cam Boy (Sex worker being watched)",367,"""Mood Killer""",803
Capture,2046,2020,Italy,Art,20002,,,"Camera, Facial recognition","2000206, 20007","Hacking, Identity, Surveillance","2000160, 2000169, 200052","Intrusive, Oppressive, Subversive","2000209, 2000107, 2000210","Capture (Using facial recognition to identify policemen)",2570,,
"Cat or Human",2037,2013,"South Korea","Art, Photograph/print/painting","20002, 2000157",,,"Object recognition",200015,"AI, Animals","2000168, 2000200",Flawed,2000208,"Cat or Human (misinterpreting cats and humans)",2553,,
"CCTV: A Trail of Images",1786,2008,"Austria, United Kingdom","Art, Video art, Performance art","20002, 2000139, 2000140",,,"Surveillance cameras",200080,"City, Hacking, Surveillance","2000311, 2000160, 200052","Empowering, Intrusive, Subversive","2000318, 2000209, 2000210","CCTV: A Trail of Images (hacking into CCTV's)",1787,,
"Change Return",2655,2020,"United Kingdom","Narrative, Movie","20001, 2000130","AI (General Purpose Artificial Intelligence), Camera, Drones (UAV), Object recognition, Surveillance cameras","2000152, 2000206, 200079, 200015, 200080",,,"Animals, Automation, City, Companionship, Dystopian, Robots/androids","2000200, 2000173, 2000311, 200050, 200070, 200051","Flawed, Helpful, Protective","2000208, 200098, 2000317","Change Return (Man tricks service drone)",2657,"Pig, Hungry Man","2658, 2656"
